note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword
66d82856000000001f017c40,normal,ai美食 西兰花炒牛肉,"ai的牛肉感觉好老好柴
#aigc[话题]# #美食摄影[话题]# #AI美食摄影[话题]# #midjourney[话题]# #美食拍摄[话题]#",,1725442134000,1726293857000,63d3a43200000000260138f3,AI美食摄影,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310t0ov486g4g5oujkgp9ie7jr6fbv2g,7099,464,2910,738,,"http://sns-webpic-qc.xhscdn.com/202410141413/b597fa9c7967d2a5522cfd4d2a8c224f/1040g008317ap5cchju6g5oujkgp9ie7jraau8mo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/43b557e705aa2773b0af282218298c90/1040g008317ap5cchju605oujkgp9ie7jihhcaqo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/210b965b404d3516adcc5d1df0b7c476/1040g008317ap5cchju5g5oujkgp9ie7jn2do31g!nd_dft_wlteh_webp_3","aigc,美食摄影,AI美食摄影,midjourney,美食拍摄",1728886396631,https://www.xiaohongshu.com/explore/66d82856000000001f017c40?xsec_token=ABofF1TDdVTI0w6xTdNIbFuOkleNtjEqJouy7iqzwbAZc=&xsec_source=pc_search,ai推荐食谱
66ea31ec000000002603d90d,normal,ai美食 蘑菇炒蛋,"ai的蘑菇炒蛋是否诱人？
#aigc[话题]# #美食摄影[话题]# #AI美食摄影[话题]# #midjourney[话题]# #美食拍摄[话题]#",,1726624236000,1726624237000,63d3a43200000000260138f3,AI美食摄影,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310t0ov486g4g5oujkgp9ie7jr6fbv2g,4064,256,1479,471,上海,"http://sns-webpic-qc.xhscdn.com/202410141413/ca0810f75fce60050b692e4d0866d52e/1040g2sg317scqqr9jubg5oujkgp9ie7j3amk5dg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/cb65901857b2da890b76cd8ef32d99a8/1040g2sg317scqqr9jub05oujkgp9ie7j6rl2t3g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/391b92b5fcfd11ec82a32eca8b6412a3/1040g2sg317scqqr9juag5oujkgp9ie7jodl2m8g!nd_dft_wlteh_webp_3","aigc,美食摄影,AI美食摄影,midjourney,美食拍摄",1728886396635,https://www.xiaohongshu.com/explore/66ea31ec000000002603d90d?xsec_token=ABSHUqgm5sanSrr0iHQnQMwzaSLEHUxjISPcwo1w_kpgI=&xsec_source=pc_search,ai推荐食谱
66d7be76000000001f01bcc3,normal,ai 美食 红烧鸡腿,"ai的红烧鸡腿太像了吧
#aigc[话题]# #美食摄影[话题]# #AI美食摄影[话题]# #midjourney[话题]# #美食拍摄[话题]#",,1725415030000,1725415031000,63d3a43200000000260138f3,AI美食摄影,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310t0ov486g4g5oujkgp9ie7jr6fbv2g,1613,143,909,218,,"http://sns-webpic-qc.xhscdn.com/202410141413/ac31c0a927b7e986086d9f3d1ee80b61/1040g008317ac7prs465g5oujkgp9ie7jptmqa8g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/3c57453bfbfb4fc21aad9dae70daf13b/1040g008317ac7prs46605oujkgp9ie7j07o2eu0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/aa964108058b00dd9b0bfe9df472089b/1040g008317ac7prs46505oujkgp9ie7jsmi72o8!nd_dft_wlteh_webp_3","aigc,美食摄影,AI美食摄影,midjourney,美食拍摄",1728886396646,https://www.xiaohongshu.com/explore/66d7be76000000001f01bcc3?xsec_token=AB3dZW5A2ABp4qPM80Zg5a80f2KHZ6DbMiO3fbfw6wzdQ=&xsec_source=pc_search,ai推荐食谱
670519ae000000001a0201ce,normal,假装自己是一条“狗”就可以减肥？,"假期的胡吃海塞长了不少肉，在如今这个快节奏的时代，干净饮食似乎是一个复杂而又难以捉摸的概念。不知道该如何选择食材？不知道怎样搭配才能既营养又美味？别担心，豆包 AI 来啦！💖
	
🌟豆包 AI 就像是一位智慧的美食精灵🧚‍♀️，为你量身定制专属的干净饮食计划。它可以告诉你哪些食材是新鲜、无污染的，哪些烹饪方式能够最大程度地保留食物的营养。💪还能为你推荐各种美味的干净饮食食谱，从清爽的沙拉🥗到营养丰富的果蔬汁🍹，从美味的烤蔬菜🥦到精致的谷物碗🥣，让你的味蕾在健康的同时也能得到极大的满足。
	
💫而且，豆包 AI 还会时刻关注你的饮食进展，根据你的反馈不断调整计划，确保你始终走在干净饮食的正确道路上。🎉它就像一个贴心的伙伴，陪伴你一起探索干净饮食的奇妙世界。
	
🚀吃的干净真的会瘦！快来试试豆包 AI一起打卡一周饮食 吧。
🔍关注我一起了解AI更多新功能！
#豆包[话题]#  #豆包app[话题]#  #豆包ai[话题]#  #豆包电脑版[话题]#  #健康饮食[话题]#  #像狗一样生活[话题]#  #干净饮食打卡[话题]#  #减肥食谱[话题]#",,1728387502000,1728387503000,65a0db6c0000000022002aa0,豆包官方号,https://sns-avatar-qc.xhscdn.com/avatar/65e5424431bd170001b941e2.jpg,1142,370,74,319,北京,"http://sns-webpic-qc.xhscdn.com/202410141413/d538dba3ebee2448b93b937f7c7c4884/spectrum/1040g0k0318mlil9m3k005pd0rdm8gal08l7v708!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/912bf20e3f20729dc45007dd3b422522/spectrum/1040g0k0318mlil1ngq005pd0rdm8gal09r4avco!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/1b88c9af1a0b9246fcef6462e385dfd8/spectrum/1040g34o318mlil880o005pd0rdm8gal0qgjl908!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/e6d6054c688502bef14f35afd18fc0be/spectrum/1040g0k0318mlil70go105pd0rdm8gal0ts27ru8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/28df417332d283572f9c5050f10447d1/spectrum/1040g34o318mlil2ugm0g5pd0rdm8gal0krk4dj0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/d4cbbcb75047917dc8f34ebbe258e32d/spectrum/1040g34o318mlil5o0q0g5pd0rdm8gal0kklkr0g!nd_dft_wlteh_webp_3","豆包,豆包app,豆包ai,豆包电脑版,健康饮食,像狗一样生活,干净饮食打卡,减肥食谱",1728886396660,https://www.xiaohongshu.com/explore/670519ae000000001a0201ce?xsec_token=ABbyxahhzEtTE2cLtMUBy3ERPPdXmyL8rbLI6jjGVSbUY=&xsec_source=pc_search,ai推荐食谱
655343b7000000001f02ed3b,video,🤖用Ai做菜到底什么体验？🍚,"啊啊啊啊啊，你们知道吗？最近我发现了一个超级神奇的东西 —— 用 AI 来帮我们做菜！是的，你没听错，就是那个人工智能！我是个烹饪小白，但自从用了 AI 做菜助手，我家的厨房就变成了美食天堂啦！🍳👩‍🍳
首先，你只需要告诉 AI 你想吃什么，或者你手头有哪些食材。然后，神奇的事情发生了 —— 它会根据你的要求，给出一份详细的菜谱和步骤指导！🥘
不仅如此，AI 还能根据你的口味偏好，调整菜谱的味道。比如你喜欢偏辣一点，或者偏甜一点，它都能做到！而且，还会告诉你一些烹饪的小技巧和建议，让你的菜品更上一层楼！
最神奇的是，有些 AI 还能通过学习，不断优化推荐的菜谱，真的是越用越贴心！💖
我已经试过好几次了，每次都能做出超级美味的菜品，简直就像有个专业厨师在指导我！这是什么神仙体验，我都忍不住转给了姐妹们呜呜 #chatgpt[话题]#  #ai[话题]#  #跟着小红书学做菜[话题]#  #热气腾腾的三餐[话题]#  #今天晚餐长这样[话题]#  @吃货薯  @吃不饱同学",http://sns-video-bd.xhscdn.com/spectrum/1040g0jg30revrmji1i005nsi5o308hgofe55ado,1699955639000,1699955640000,5f922e060000000001004618,瞎吃食堂,https://sns-avatar-qc.xhscdn.com/avatar/61d193fb879e0dc82c642bff.jpg,450,101,3,7,,http://sns-webpic-qc.xhscdn.com/202410141413/aa1b5c7545206bfb181633a75f2fabf1/spectrum/1040g0k030rf02q3vhe005nsi5o308hgom1nt32g!nd_dft_wlteh_webp_3,"chatgpt,ai,跟着小红书学做菜,热气腾腾的三餐,今天晚餐长这样",1728886396672,https://www.xiaohongshu.com/explore/655343b7000000001f02ed3b?xsec_token=ABja5q72p1GhRusonajGLk13g7xgthW9RQrD2WBJQz8oI=&xsec_source=pc_search,ai推荐食谱
6622830300000000040193a1,normal,酱酱酱，美食时间到🥪🍝🍰🥂,"#想看看你相册里最近的一张美食照[话题]# #不懂就问有问必答[话题]#
分享6个电子菜谱✨
🌱人生在世三万天，有酒有肉似神仙🌿
1️⃣菜谱大全
小白学做菜必备的烹饪助手
✅汇集了来自全国各地的家常菜，内容丰富详细，图文搭配
✅遇到心动的菜肴可以收藏，制作成自己的专属菜谱
✅只有部分教程视频需要VIP，但不妨碍图文教程，用量精确到0.5汤匙
✅描述详细，图片高清，让做菜变得容易
✅每天都有不同好菜推荐，天天都能吃出新花样
2️⃣下厨房
唯有美食与爱不可辜负
✅根据不同节气，时令食材，告诉我们应该吃什么
✅尝试发布一道菜谱，会获得最真实的厨友点赞，交流心得提升厨艺
✅帮助挑选有品质的食材和厨具
3️⃣美食杰
🌱二十四节气养生食谱
🌱低卡宵夜推荐
🌱拥有海量国内外图文菜谱及菜谱视频
🌱推出各类家常菜、私房菜、川菜、湘菜、煲汤、早餐食谱、烘焙食谱、广东粤菜等适合家庭的电子菜谱，让炒菜煮菜超简单
🌱不再为吃什么而苦恼，不再错失美味
🌱美食视频在线直播教学，美食爱好者的交流平台，分享生活点点滴滴，与千万爱吃的灵魂们一起，共享美好生活
4️⃣豆果美食
✅App特色 AI 营养师（💰值得一试）
✅搜菜谱，搜食材，搜课程，搜厨友，帮助快速找到想要的内容
✅包括一日三餐，时令美食，地方小吃，热门榜单，本周流行等等
✅参加签到、活动，发布优质内容，分享菜谱都有机会获得奖品
5️⃣网上厨房
✅能免费查阅图文、视频菜谱
✅交流分享厨艺的美食社区，分享美食图片，交流做美食心得，交流互动，提升厨艺
✅提供海量美食菜谱，包括家常菜，西餐，烘焙食谱，减肥餐，健身餐等
6️⃣懒饭
✅特色功能：制定个人专属减脂饮食计划（💰，也值得一试）
✅1分钟高清短视频，高效呈现所有用料、用具、步骤，一目了然
✅精心研发容易上手、不易失败的美味菜谱，研究出鱼香汁、宫保汁的简单配比，只要跟着菜谱做，小白也能变大厨
✅所有食材、调料的用量精确到克、毫升
保留详细的图文菜谱，关键步骤还会有防出错小贴士、有用的小技巧，更方便新手跟做
	
#吃货日记[话题]# #我的私藏美食[话题]# #美味分享[话题]# #吃出健康[话题]# #美味[话题]# #舌尖上的美食[话题]# #唯有美食可以治愈一切[话题]# #美食app推荐[话题]# #美食菜谱类app[话题]# #美食烹饪app[话题]# #食谱app[话题]# @薯队长 @美食薯 @吃货薯",,1713537795000,1713537796000,5fb14017000000000100658f,发光小蝶🦋,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311fv4esrmi005nth80bg8pcfgftcde0,456,328,14,66,,"http://sns-webpic-qc.xhscdn.com/202410141413/b810426ae9eadf284fd121240f998076/1040g2sg311pcniv5gg005nth80bg8pcf29v4eko!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/b8adb6b6f0f7c6d3069d5372a90d02dc/1040g2sg311pcniv5gg0g5nth80bg8pcfb9tk7m0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/bf0f8178f207d4d9d658455a94807b5e/1040g2sg311pcniv5gg105nth80bg8pcf82sk3d8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/77c229449f9bf969c8f319a0216df11d/1040g2sg311pcniv5gg1g5nth80bg8pcfanrs6t0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/06e5f4a5e785dfc86ff39a3a88bd0aaf/1040g2sg311pcniv5gg205nth80bg8pcfmim92mo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/1712a019d9a5dc5c07e8605d7b0f16d8/1040g2sg311pcniv5gg2g5nth80bg8pcfsl2tafo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/e64cd82d585c173a0f1bf0ad32e3402f/1040g2sg311pcniv5gg305nth80bg8pcfrns7flg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/7b67a379b7e621be1bc8a2456dbd7234/1040g2sg311pcniv5gg3g5nth80bg8pcfsnajub0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/df096fd7d8f2aa4d0f005f1cc996dfc0/1040g2sg311pcniv5gg405nth80bg8pcfsg3j8p8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/3797b06eadabe7d955a986ad5b961e0d/1040g2sg311pcniv5gg4g5nth80bg8pcf987bko8!nd_dft_wlteh_webp_3","想看看你相册里最近的一张美食照,不懂就问有问必答,吃货日记,我的私藏美食,美味分享,吃出健康,美味,舌尖上的美食,唯有美食可以治愈一切,美食app推荐,美食菜谱类app,美食烹饪app,食谱app",1728886396683,https://www.xiaohongshu.com/explore/6622830300000000040193a1?xsec_token=ABWV3tT_p94F-EZHxW1P_ngYkr4l-mb0sJloSbALpxPW0=&xsec_source=pc_search,ai推荐食谱
6687a7cb000000000302630f,normal,给老婆做的多囊食谱(第34天),"之前给姐们们说过要做的小程序，最近一直犯懒，功能才开发了不到一半[笑哭R]所以我想把功能拆分一下，分阶段上线。
除了之前说的记录饮食以外，我还想再加一个打卡分享的功能，让姐妹们可以有互相有个陪伴。而且这样我也能更快的先发布一个版本出来，不然一直拖着[笑哭R][笑哭R]
	
整体的功能如下
1.  根据现有的食材，自动生成菜谱（AI）[得意R]
2.  可以记录每天的饮食，并且计算总热量
3.  自动计算每天碳水蛋白质脂肪摄入的比例[哇R]
4.  提供体重数据的记录，并生成统计报表
5.  建立一个食物库，包括但不限于热量，营养、营养信息、GI、II、yan症指数等等，可以用来查询。
6. 打卡记录饮食
#多囊[话题]# #多囊卵巢综合征[话题]# #多囊备孕[话题]# #多囊减肥[话题]# #多囊调理[话题]# #胖多囊[话题]# #瘦多囊[话题]# #一日三餐吃什么[话题]# #多囊饮食[话题]#",,1720166347000,1720166347000,6583a2ca000000001c02b4ac,多囊小张饮食记,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30tdvijm8406g5pc3kb575d5ccs0jlno,432,264,29,81,,"http://sns-webpic-qc.xhscdn.com/202410141413/eb358c9c64bb52fde46ad1aac42f0991/1040g2sg314s5f8i21edg5pc3kb575d5ce4a7d10!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/0031190750c8c093dbe912b0a2be9fce/1040g2sg314s5f8i21ed05pc3kb575d5c3rqmkj0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/d87d282e7bd4e7f616fae03bdbb04fa7/1040g2sg314s5f8i21ebg5pc3kb575d5c8l3eri0!nd_dft_wlteh_webp_3","多囊,多囊卵巢综合征,多囊备孕,多囊减肥,多囊调理,胖多囊,瘦多囊,一日三餐吃什么,多囊饮食",1728886396696,https://www.xiaohongshu.com/explore/6687a7cb000000000302630f?xsec_token=ABjLQE1md4GHAw0u3aeOO3hNTHvvUrAeQl-Z_OVTz73O8=&xsec_source=pc_search,ai推荐食谱
6557d9ad000000001f02d060,normal,AI 美食| 油焖大虾,#AI绘画有点东西[话题]#  #AI插画[话题]#  #美食日常[话题]#  #油焖大虾[话题]#  #笔记灵感[话题]#  #浪漫生活的记录者[话题]#  #画画的日常[话题]#  #虾料理[话题]#  #晚餐吃什么[话题]#  #我的美食日记[话题]#  #AI美食[话题]#,,1700644080000,1700733307000,5e66b40d000000000100355c,猫泥棒🍳,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30n8mgbfn5g005nj6mg6g8dasn40uh1o,374,210,14,20,,"http://sns-webpic-qc.xhscdn.com/202410141413/8db2c8e18502bbd3b1a44e738c590e0b/spectrum/1040g0k030rjfgmrs2o005nj6mg6g8dasas76l60!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/396b43942e7b8abf9bc9392815ae9347/spectrum/1040g0k030rjfgn50is005nj6mg6g8dasvhua1e8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/980af14b7a71215b23f319566ca72e41/spectrum/1040g0k030rjfgmldis005nj6mg6g8daseondtmo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/c8ff94df87f06dc9e7953a3f2f6fd757/spectrum/1040g0k030rjfgmn72q005nj6mg6g8dasv0926sg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/9e24d3c03ecd1c39535a8ba2d996c319/spectrum/1040g0k030rjfgmpnii005nj6mg6g8dassp8mpe0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/80957979087a9fbc0e7596c574db38ce/spectrum/1040g0k030rjfgn212e005nj6mg6g8dashsk2nc8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/8d5a5e475124517e4100b445b3f9a355/spectrum/1040g0k030rjfgn6hii005nj6mg6g8dasbte70io!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/df34a9b32a69c84e2e7a4da176da477b/spectrum/1040g0k030rjfgn08iq005nj6mg6g8dasbqh0f08!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/b9029d4152a80374fb920b820355be6e/spectrum/1040g0k030rjfgmoeiq005nj6mg6g8das6cp7358!nd_dft_wlteh_webp_3","AI绘画有点东西,AI插画,美食日常,油焖大虾,笔记灵感,浪漫生活的记录者,画画的日常,虾料理,晚餐吃什么,我的美食日记,AI美食",1728886396711,https://www.xiaohongshu.com/explore/6557d9ad000000001f02d060?xsec_token=ABAqPp6zR6DANDswQ55lHAEh0PsFWJdzqUp8ZuGeyzjOA=&xsec_source=pc_search,ai推荐食谱
66c869fe000000001d0183e4,video,AI菜单表怎么快速制作？#AI教程[话题]# #设计[话题]# #平面设计[话题]# #制表符[话题]# #视觉设计[话题]#,AI菜单表怎么快速制作？#AI教程[话题]# #设计[话题]# #平面设计[话题]# #制表符[话题]# #视觉设计[话题]#,http://sns-video-bd.xhscdn.com/1040g2so316rd5jp5k6705oa1upq0kuhraq1gr4g,1724410366000,1724410367000,6141f6740000000002027a3b,鸭菌设计,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310dbl7f96i005oa1upq0kuhrrh7a6g0,371,513,2,19,,http://sns-webpic-qc.xhscdn.com/202410141413/7faa3234b37262f33d9fd32b8322161e/1040g2sg316rd5jpm3u705oa1upq0kuhrh31ote0!nd_dft_wlteh_webp_3,"AI教程,设计,平面设计,制表符,视觉设计",1728886396723,https://www.xiaohongshu.com/explore/66c869fe000000001d0183e4?xsec_token=ABWhZwccdU-8U2cyLhFuI8CTEsc5VyN8esYE2hp8dtMZU=&xsec_source=pc_search,ai推荐食谱
668aa399000000001f004e63,normal,✅Midjourney 生成游戏UI界面设计,"关键词⬇️
The game interface design features a European castle background image with magic elements and a cartoon style UI for character equipment in the middle of the screen. The left hand panel displays ability icons in a table with a ""circlet"" on top. The right side features a grid icon display area showing crystal diamond gems with small round white boxes at the bottom. It has a top down view. In the style of a Disney animated movie like Frozen, the background features a cracked ice surface and foggy blue sky to create a dreamy atmosphere through exquisite 3D rendering details in full color at a high resolution. --ar 16:9
#AI[话题]# #AIGC[话题]# #midjourney学习[话题]# #仙侠游戏[话题]# #游戏[话题]# #仙侠[话题]# #midjournry[话题]# #Midjourney[话题]# #midjourney关键词[话题]# #midjourney咒语[话题]# #midjourney练习[话题]# #ai绘画[话题]# #AI绘画[话题]# #游戏场景[话题]#",,1720361881000,1720361882000,5c5245ad000000001b036dd6,小盐设计师,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30tkmitls4i005n2i8mmmuremfj7vfb0,330,419,5,63,,"http://sns-webpic-qc.xhscdn.com/202410141413/91111bbe6f470dea595c317c02c29c7d/1040g008314v2k2lngq005n2i8mmmuremi2r5h2o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/4eef329ea9cbb2a903e4b8780b71162a/1040g008314v2k2lngq0g5n2i8mmmuremimdfqmo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/91d26e02164d7121d3e86b428d6dc0ca/1040g008314v2k2lngq105n2i8mmmuremnrm6bqg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/6e0fe2b0ec5b9102896ea869b019b63c/1040g008314v2k2lngq1g5n2i8mmmurem1qktrlg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/a3fe5cd5fdf5c68a0709a53fafff5192/1040g008314v2k2lngq205n2i8mmmuremco4ukl0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/c213afe4c5780c6c2bfac94cffba2b1f/1040g008314v2k2lngq2g5n2i8mmmurem3iecgm8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/280904ef5a0a55a574d8dfdd0165c376/1040g008314v2k2lngq305n2i8mmmurempk8fq88!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410141413/7bcdaafbe3cd78193d2d0628a275ba1f/1040g008314v2k2lngq3g5n2i8mmmurem15lfb4g!nd_dft_wlteh_webp_3","AI,AIGC,midjourney学习,仙侠游戏,游戏,仙侠,midjournry,Midjourney,midjourney关键词,midjourney咒语,midjourney练习,ai绘画,AI绘画,游戏场景",1728886396737,https://www.xiaohongshu.com/explore/668aa399000000001f004e63?xsec_token=ABs8cFc9r-ZVI4miICz4QcMHI1TqipotXoQo_HjoqmYZA=&xsec_source=pc_search,ai推荐食谱
