note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword
66965ad40000000025014b28,normal,🍅的ai一天写了266本，真倒胃口。。。,#封面[话题]##小说[话题]##网文作者[话题]# #晋江[话题]##晋江小说[话题]# #晋江小说封面[话题]# #长佩[话题]##起点[话题]##番茄[话题]##小说封面[话题]#,,1721129684000,1721129685000,600569e9000000000101d483,红鸾封面（收徒ing）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30u0gco7ikq605o05d7kgbl43eljs0uo,5711,781,1598,1026,,"http://sns-webpic-qc.xhscdn.com/202410140100/163dc7529be5786b8c02178a0eb9a95d/1040g2sg315agqjv60kdg5o05d7kgbl43uq0obf8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/3d3e940103448b779c86b64e6ce87631/1040g2sg315agqjv60kd05o05d7kgbl4303487po!nd_dft_wlteh_webp_3","封面,小说,网文作者,晋江,晋江小说,晋江小说封面,长佩,起点,番茄,小说封面",1728838827282,https://www.xiaohongshu.com/explore/66965ad40000000025014b28?xsec_token=ABuaEi4WWTZg2m6Cs1qKNLuU42EB8JEwxx_Ln1RcAgJF0=&xsec_source=pc_search,ai写小说
65d9f0f100000000070247da,normal,新手用Ai写小说，一次过签了（但负债要逾期了,"打工是没有钱途的，于是想从副业中寻找出路。
选择Ai写小说算是我这个看了十几年小说的优势，因为没写过小说，作为新手在小红书上看了很多相关信息做功课，最终还是决定在🍅上试试。
🍅2万字可申请签约，8万字首秀（我决定写到10万字再开）
不知道会不会扑，但至少过签了，等于踏入了成功的第一步，后续每天关注数据，打算作为长期目标坚持下去。
现在是属于Ai的风口，
	
“你不会被AI淘汰，但会被会用AI的人会慢慢淘汰。”#Ai[话题]# #ai写作[话题]#
	
#写小说[话题]#  #新人作者[话题]#
以上是我本来要养号要发的笔记，结果20号还完花呗后心慌看了一样借呗，发现被抽贷了。那一刻起我就知道我要强制上岸了，醒悟了。
如今号毁了就毁了吧，怎么快点增加收入很解决焦虑更为重要了[哭惹R]不然我撑不下去了。
————————
Ai推荐看我后面发的笔记吧，我就不一一回复了
-不卖ai谢谢。关于ai写作使用我也有发另外的笔记，有些人别没了解上来就啪啪敲键盘张嘴就来。",,1708781809000,1709465134000,6592821c000000002001f1bd,派大沁（ai副业探索版）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vbf7ogjlg005pcig8e83sdtbiu7hig,2953,2116,341,183,,http://sns-webpic-qc.xhscdn.com/202410140100/49804eb7a630f044654af130467e5bf3/1040g2sg30vig954j60105pcig8e83sdtd1jnv50!nd_dft_wlteh_webp_3,"Ai,ai写作,写小说,新人作者",1728838827287,https://www.xiaohongshu.com/explore/65d9f0f100000000070247da?xsec_token=ABXdta7A4K2bsCK6jPzibxan0jfuufRg5s1tox5PjJ3IU=&xsec_source=pc_search,ai写小说
66ea7037000000000c018dbd,normal,AI 写书， 15天收入1491元，美元！,"AI 写书， 9月1-18日收入1491.36元， 美元！ 也就是人民币10439.52元。 一月收入往少里算2000美元， 半年12000，一年24000美元，即170400 人民币。
AI 写书，亚马逊电子书店出版，七十二小时上架。不需要懂英文，看不懂界面没关系，会中文完全可以直接写出英文书。
大家知道亚马逊上的出书策略是写100本，其中20%即20本能带来收入，其他则忽略不计。则一年收入170400人民币*20=3408000人民币。
AI辅助，一下午大概可以写两本书。 若读者选择打印实体书则收入更高。
首先， 距离差产生信息差。美国在地球背面，距离上是离中国最远的国家。 远还没用，富才行。 目前美国依然是全球唯一超级大国，这是写入中国政治课本的。
其次是人力成本差。虽然中国人力成本大幅提高，但温家宝总理也说了，目前我们连圆珠笔笔芯的钢珠都做不出来，承认现实才是尊重现实。
第三我没时间分享 更没时间收徒。 因为培训的前提是本行业不赚钱了然后利用信息差去搞关于本行业的培训去赚钱，而我无论收多高的学费都不如目前的性价比高，所以没必要去赚培训的钱。写出来只是让大家知道人生有很多可能性，多一个选择。 唉，在小红书我连换行和插入表情都不会，也不学，因为性价比没有写书高，不用左右滑了，我只有时间放一张截图 嘿嘿嘿 如果后期不忙了可能回一下关注的小姐妹。#ai写作[话题]# #亚马逊出书[话题]# #ai赚钱[话题]##AI[话题]##ai写作[话题]##ai绘画[话题]# #ai视频[话题]# #ai视频生成[话题]#",,1726640183000,1728096921000,5ea50c150000000001007c5c,AI写书兔,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317u1qijb3u005nl51gag8v2sldtren8,2743,3206,329,562,广东,http://sns-webpic-qc.xhscdn.com/202410140100/656a88dcbdab463db98f84bdc50fe60a/1040g0083186mrgrrju005nl51gag8v2s5d9kp9o!nd_dft_wgth_webp_3,"ai写作,亚马逊出书,ai赚钱,AI,ai绘画,ai视频,ai视频生成",1728838827301,https://www.xiaohongshu.com/explore/66ea7037000000000c018dbd?xsec_token=ABcBijMBIi3jMydcXetezIs_HizTiMfJF4w823cmO1E6w=&xsec_source=pc_search,ai写小说
66a5feef000000000600e8aa,normal,打不过就加入～码住这个AI写作神器,"[种草R]Hey友友们，分享一个网文AI写作app～《量子探险》
	
[种草R]新人不会写大纲的、不会列章纲的，没有灵感不会写背景人物的，都给我看过来，狠狠的去撸量子的羊毛
	
[种草R]因为🍅AI的事情，我花了半个月时间，去深入的了解现在ai发展到什么程度了，结论就是打不过，真的打不过。
	
[种草R]但我找到了反制ai最好的方法，就是以毒攻毒，打不过就加入，大家赶紧码住这个宝藏ai写作app
	
[彩虹R]《量子探险》使用心得[彩虹R]
	
在这里我要承认，他确实比我强大，懂得比我多，我写2000字可能需要1个小时，他写10万字只需要几分钟。
	
最重要的是他不死板，他从大纲到正文，全部支持修改，支持diy。
	
意思就是你只需要修改就可以了，因为他的小说框架绝对非常成熟，爽点和仇恨点也非常成熟了，用人脑支配AI真的无敌了，效率奇高，抓钱超级快。
	
[火R]软件特色介绍[火R]
	
量子探险很牛的地方在于他的算法非常高级，他完全可以根据你的风格和需求生成属于你独特风格的文章，并且页面设计非常简洁，让你一看就懂，一操作就会。
	
优势有以下几点：
	
[打卡R]写作功力可以达到初级写手段位（就是比小白强很多）。
	
[打卡R]视角，题材，人设，情节，背景……全部可以自己设置和选择，超500种，随便你选。
	
[打卡R]除了小说长文，短篇小说，还有论文，作文，营销策划等13个功能模块，超级强大。
	
[打卡R]快速生成长篇小说，而且从框架提纲到文中细节全部支持修改，支持word下载。
	
[红书R]我的粉丝们都知道，我所有的内容都是为了能让新人作者快速上手，快速赚钱，AI写作软件能让我们极大的提高效率。
	
[老虎R]AI虽然强大，但就像顶级赛车一样，也需要司机驾驭才不会撞墙，人脑指挥AI，绝对是以后的大趋势，会给你意想不到的惊喜。
	
[拳头R]福利：评论区回复“想要”即可获得字数兑换码，一分钱不花就可以学习体验。
	
#量子探险[话题]# #新人作者[话题]# #量子探险兑换码[话题]# #番茄小说[话题]# #AI写作[话题]#",,1722156938000,1722155199000,5c2cbdaa0000000007030f12,阿七和十一,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312enfpvjho005n1cnml1u3oie63im0o,2514,2133,3638,128,,"http://sns-webpic-qc.xhscdn.com/202410140100/ed511506a71068605f9de199eac67300/1040g008315po68j4go3g5n1cnml1u3oiv37ikn0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/79443417ed9f5af906c8aad856fb6584/1040g008315po68j4go405n1cnml1u3oin36hoc8!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/31e8cffedaafaf8198ca5ed2492beade/1040g008315po68j4go4g5n1cnml1u3oikbuvqg0!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/ea46d1ed97c3be666f53cad4e276bfc5/1040g008315po68j4go505n1cnml1u3oioo9nepg!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/f11e2a2c81b6613be903453479572ab7/1040g008315po68j4go5g5n1cnml1u3oiq09haj8!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/19eb92e456edf6df5dd0446778220147/1040g008315po68j4go605n1cnml1u3oif2o0sm8!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/3f092d0ee82129040c80bf374505bd77/1040g008315po68j4go6g5n1cnml1u3oiagss7go!nd_dft_wlteh_webp_3","量子探险,新人作者,量子探险兑换码,番茄小说,AI写作",1728838827314,https://www.xiaohongshu.com/explore/66a5feef000000000600e8aa?xsec_token=ABMz6Qvd_MQW0UDPeR3c1vXvLYwrjhNOz2t56iiWHUluw=&xsec_source=pc_search,ai写小说
66ab0898000000000600e0e0,normal,挑战AI写小说变现Day1❗❗好用工具测个遍,"挑战用AI搞钱的第1天！从今天开始挑战7天用AI写小说实现变现！
	
day1：[彩虹R][彩虹R]📖 今天把网上介绍的AI写小说工具盘了一遍，亲身测试6个AI写作工具，情况分享给大家：
	
[一R] Kimi：细节控的福音！场景描写很细腻，真的有种看fu费小说既视感，感觉拿出来修修改改可以投稿啦~（不足，每次只能生成几个小章节）
	
[二R]彩云小梦：每一段情节给3个不同的描述，供任意挑选，且文字对话画面感比较强，个人挺喜欢这种不同组合搭配的碰撞感，很期待最终输出的完整成品。
	
[三R]妙笔AI：角色设定超丰富，从男女频道、故事类型、主角特质、情节风格等，都支持一键选择，自由搭配；但输出的文字目前略显模式化。
	
[四R][五R]文心一言 & 豆包：生成的小说比较模板化，情节不够细腻，基础框架还是可以的。
	
[六R]量子探险：角色配置自由度高，但需要付费，性价比就看个人需求了。
	
我把这些工具生成的小说截图都发出来了，大家可以直观感受到它们的差异。
	
[薯券R][举手R][举手R]明日计划：
搜索匹配所有小说投稿平台，了解写稿规则与酬金情况，选出目标投稿平台。
	
#AI写作[话题]# #小说创作[话题]# #好用工具[话题]# #写作挑战[话题]#  #写作工具大盘点[话题]# #Kimi[话题]# #彩云小梦[话题]# #妙笔AI[话题]# #文心一言[话题]# #豆包[话题]# #那些赚钱的副业[话题]#",,1722484888000,1722484888000,635b304c000000001801f712,胖萝卜会发光,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo315c08lpigq605oqr61663toimvi20b8,1914,1785,29,122,,"http://sns-webpic-qc.xhscdn.com/202410140100/5a786c011c44c97eda2def659f1badac/1040g008315un1b5i0k6g5oqr61663toi4t7dcpg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/2078571981dbaf8996c4a09018b6225f/1040g008315un1b5i0k5g5oqr61663toi2odnl30!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/f28443a90433149b0770a89cffdde05d/1040g008315un1b5i0k4g5oqr61663toi22n7p90!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/6b6c0fe2ccab574c2b3d298b828c7d1f/1040g008315un1b5i0k605oqr61663toiaukpt5g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/e69bc29119be2652ce023fbb6b95a738/1040g008315un1b5i0k405oqr61663toi9iha62g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/418d37af095e4f63c035d4f5104a0e1a/1040g008315un1b5i0k505oqr61663toihap9ha0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/733d1ece9d0705f14f69d015dac08cdc/1040g008315un1b5i0k3g5oqr61663toib7f6m70!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/e8efc23fbe5ebf2a18f9f12ac80639ae/1040g008315un1b5i0k305oqr61663toi39b1km8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/a1241778fb12d5f96e8d827ec4cacaf1/1040g008315un1b5i0k2g5oqr61663toianeejjg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/87af5b7b64954ce7a1aae4d0dff74f06/1040g008315un1b5i0k1g5oqr61663toijhfq7jo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/a7aa3050873d0960b4790f324124b11a/1040g008315un1b5i0k205oqr61663toi6u8d55o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/959520c6efd2fdb3c2c1b747505e3b42/1040g008315un1b5i0k105oqr61663toi25l83cg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/f79c35a675151ade03e816c1a21fb14d/1040g008315un1b5i0k0g5oqr61663toi3k23f9o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/46e93413342e0ad54e7233f7811760c1/1040g008315un1b5i0k005oqr61663toi4nma0ko!nd_dft_wlteh_webp_3","AI写作,小说创作,好用工具,写作挑战,写作工具大盘点,Kimi,彩云小梦,妙笔AI,文心一言,豆包,那些赚钱的副业",1728838827328,https://www.xiaohongshu.com/explore/66ab0898000000000600e0e0?xsec_token=ABZQeWj4pT2r8Fcv04ZMgZsmLFE_jq3XiWRporPxY400E=&xsec_source=pc_search,ai写小说
654241bb000000000403b397,normal,用chatgpt写小说太绝了！特殊情节也能写？！,"1⃣️第一步：聊天调教
首先需要与ChatGPT进行聊天，告诉AI我的写作风格和喜好。这让AI能够更好地理解我的需求，为我的小说创作提供定制化的支持。
	
❗️（ps：可以通过一些特殊prompt绕过限制，实现暴力露骨情节的描写，但慎用，可能被feng号）
	
2⃣️第二步：构思故事情节
在与ChatGPT的交流中，可以给出小说的初步构思和概念。AI帮会整理这些想法💡，为故事提供一些灵感。
	
3⃣️第三步：AI写作
接下来，就可以委托ChatGPT根据刚才的构思开始写小说的第一部分。
	
4⃣️第四步：反馈与改进
一旦AI完成了第一部分的写作，需要仔细审阅并提供反馈。可以指出哪些地方需要改进，哪些地方需要更多细节，以及希望故事如何发展。🫣
	
5⃣️第五步：多轮交互
需要与ChatGPT进行多轮的交互，不断完善小说的情节和角色。
	
🌠🌟🌠最终成果
最后，通过磨合得到了小说的第一章。一个normal版和一个debug版，目测差别不大，debug版词汇量更丰富一些。
	
#chatgpt[话题]# #搞钱[话题]# #赚钱[话题]# #小说[话题]# #ai[话题]#",,1698841019000,1703496067000,6531e345000000002a019af0,搞钱日记（AI版）,https://sns-avatar-qc.xhscdn.com/avatar/65547cd577f0cff5ac90e3b0.jpg,1624,2032,61,239,,"http://sns-webpic-qc.xhscdn.com/202410140100/23cb51864209e3e6833715cc194832af/1040g2sg30qucoikb0o705p9hsd2qj6ngkmk0kr8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/8a9e4931bcb0ec6afc5c4ad9af1c8a55/1040g2sg30qucoikb0o7g5p9hsd2qj6nggogesi8!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/bcda1f077c0a04300f66d602dc328268/1040g2sg30qucoikb0o805p9hsd2qj6ngp8bsf0g!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/d6ffd90eeee373229960cb54b7909508/1040g2sg30qucoikb0o8g5p9hsd2qj6ngfs8q44o!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/36f43d59b0565d825bbda8a2ef3ec931/1040g2sg30qucoikb0o905p9hsd2qj6ng7n66g70!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/961baafff1fb6f8befa724ea74c93e0e/1040g2sg30qucoikb0o9g5p9hsd2qj6ngk98te4g!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/20a157a0e8849a0dbd275e8fc575113f/1040g2sg30qucoikb0oa05p9hsd2qj6ngssvlrmo!nd_dft_wgth_webp_3","chatgpt,搞钱,赚钱,小说,ai",1728838827342,https://www.xiaohongshu.com/explore/654241bb000000000403b397?xsec_token=AB6x-ZSfxdl6UZW-eHKm82UU-V0htjvOaBXECiZTTorI8=&xsec_source=pc_search,ai写小说
663b706c000000001e019bd1,normal,AI 写小说先投喂300+网文爽点(两万字),"[中深肤色R]我曾经用 AI 一个月就写出了一本 100 万字的小说🎉，虽然最后扑街了，不过前后也有 15 万+的收益呢💰！
PS：书名就先不透露啦，免得被扒😜。
[中深肤色R]虽说 AI 的出现确实让小说写作的门槛大大降低了👏，但想让它们写出一本水准在线的作品，还是很难呐😅！
[中深肤色R]那怎样才能让 AI 帮我们写出这样的小说呢🤔？具体步骤可以看看之前的笔记哦😎。
这篇笔记的内容就是让 GPT 学习的 300+爽点内容📖，能让 AI 也轻松写出有爽点的小说呢😆。
[中深肤色R]内容太多啦，足足有 2 万字😘~（改了很多次才能发出来）
#笔记灵感[话题]# #写作赚钱[话题]# #写作素材[话题]# #我的写作日常[话题]# #学习日常[话题]# #副业[话题]# #写作[话题]# #写作素材[话题]# #写作技巧[话题]# #写小说[话题]# #写小说干货[话题]# #写小说素材[话题]# ##AI[话题]# #AI写小说[话题]# #ai关键词[话题]#",,1715171436000,1716015410000,61796e6500000000020230b8,韭菜Y日记,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311nok0rj0e605obpdpigkc5o8892ft8,1419,1863,379,143,,"http://sns-webpic-qc.xhscdn.com/202410140100/193743c87083c344ee7f104d19aee164/1040g008312hnmvd87u6g5obpdpigkc5obq6g428!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/ea801701c15bdec8eb34a509e2d208fe/1040g008312hnmvd87u605obpdpigkc5oke325oo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/47b9a30f4503323f8f145d9d5a4177d8/1040g008312hnmvd87u5g5obpdpigkc5omtk6ado!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/3a0dde04de4bd04beeef5b6091122f57/1040g2sg312u9m1l3ludg5obpdpigkc5o2156kn0!nd_dft_wlteh_webp_3","笔记灵感,写作赚钱,写作素材,我的写作日常,学习日常,副业,写作,写作技巧,写小说,写小说干货,写小说素材,AI,AI写小说,ai关键词",1728838827357,https://www.xiaohongshu.com/explore/663b706c000000001e019bd1?xsec_token=ABfp_C8cASVsmcUEOLm4li7cNUssigOgfv7rvLwk0Pqx8=&xsec_source=pc_search,ai写小说
6569af01000000003802998c,video,🔥如何用AI一小时写一本十万字小说？,如何在一小时内用AI完成一部十万字的小说❓仅凭一个主题或一条指令，AI是不可能完成这样的壮举的。收下这个实操教程，跟着步骤一步步来，你也能做到。#ai[话题]# #AI[话题]# #写作[话题]# #小说[话题]# #chatgpt[话题]# #写小说[话题]# #小说推文[话题]# #小说写作[话题]# #写作素材[话题]#,http://sns-video-bd.xhscdn.com/1040g00g30s4snto2ik605p9ng65giega3613jcg,1701424897000,1701424898000,6537818b0000000002013a0a,AI指令站,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30qjsqmp6g4605p9ng65giegaknkto58,1182,1705,307,150,,http://sns-webpic-qc.xhscdn.com/202410140100/421ce97b43b1e2caeed2cc3404e20f32/1040g2sg30s4sqcpf2m6g5p9ng65giegap7d60ho!nd_dft_wlteh_webp_3,"ai,AI,写作,小说,chatgpt,写小说,小说推文,小说写作,写作素材",1728838827372,https://www.xiaohongshu.com/explore/6569af01000000003802998c?xsec_token=ABO7avL7xrwAmJgdmUnnNY5TA9e1cSXCib9dEWDI9KUIo=&xsec_source=pc_search,ai写小说
65a9fabd000000002a014441,normal,哈哈七猫某本书，用ai写作都不带检查的,只能说ai真的是神通广大，用完这个工具写作，至少要检查下吧#七猫[话题]##ai写作[话题]# #网文作者[话题]#,,1705638589000,1705655732000,5fb97f4a000000000101ff38,日收三千就改名,https://sns-avatar-qc.xhscdn.com/avatar/5fb97f4a000000000101ff38.jpg,1149,229,425,699,,"http://sns-webpic-qc.xhscdn.com/202410140100/0e7a7ee95e7e5edf0e0bf1e543192784/1040g2sg30u3m38uv5e6g5ntpft50bvpog661km8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/58183d3cc3ea44e2d23b14f66b1fa479/1040g2sg30u3m38uv5e605ntpft50bvpot5khua8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/5379e9ad32fae13869491f5402a3fd22/1040g2sg30u3m38uv5e5g5ntpft50bvpoguab8a0!nd_dft_wlteh_webp_3","七猫,ai写作,网文作者",1728838827389,https://www.xiaohongshu.com/explore/65a9fabd000000002a014441?xsec_token=ABxd5s238ofR8gQ8zqvZSIlX0YHaQWtqhZFEHqX1c6Vuw=&xsec_source=pc_search,ai写小说
6628e1c200000000010318fc,normal,4个AI黑科技app，一键实现写小说🔥,"✅ChatGPT
首先需要与ChatGPT进行聊天，告诉它你的写作风格和喜好。让AI能够更好地理解你的需求，为你的小说创作提供定制化的支持。
	
✅海鲸AI
在AI写作模板中找到写故事小说模板，按照要求填写表单内容，即可用GPT快速生成一篇小说，用的是ChatGPT的接口，不用魔法就能使用，敲方便。
	
✅Claude
Cluade支持高达100k个Token的上下文窗口，可以分析长文档。但它需要使用者指引写作方向，才能得出较为满意的结果。
	
✅Sudowrite
Sudowrite可能不是最智能的，但是它比较适合写科幻类的小说，它可以设置故事大纲，人物，设定等内容。
	
#写小说[话题]#  #小说写作[话题]#  #小说写作素材[话题]#  #网文小说[话题]#  #小说写作干货[话题]#  #小说[话题]#  #AI写小说[话题]#  #AI[话题]#  #利用AI写小说[话题]#",,1713955267000,1715404538000,56717fd3b8ce1a7e7fa40099,ai小助手,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311c2ptgbma4044brfevt604poj3hqno,977,1004,10,47,,"http://sns-webpic-qc.xhscdn.com/202410140100/200266f2c2595d21e4fe562994bdcb5d/1040g008312l6rprd7k6g44brfevt604ptlmhif8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/79d667d0c2e41f27124c477c8eb7f785/1040g008312l6rprd7k6044brfevt604pu34l16g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/ccaa0fd1aefbafb7ece431c44d4bba79/1040g008312l6rprd7k2044brfevt604p3k2g4so!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/84f2aa2b750a312b1f9d221eb71b7ee8/1040g008312l6rprd7k3044brfevt604pb70can0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410140100/26915e06f709cd24b08ef777e6cdcbf3/1040g008312l6rprd7k4g44brfevt604p9j5h48g!nd_dft_wlteh_webp_3","写小说,小说写作,小说写作素材,网文小说,小说写作干货,小说,AI写小说,AI,利用AI写小说",1728838827405,https://www.xiaohongshu.com/explore/6628e1c200000000010318fc?xsec_token=ABiRLAFYZbA2X9LaeVyYEaFuRlrVKM18Nicfy4lNNPD9g=&xsec_source=pc_search,ai写小说
